skz;name;plz;ort;strasse;tel;mail_vw;url_hp;art;
319172;Hauptschule Karlstetten;3121;Karlstetten;Schlossplatz 4;02741/8650;hs.karlstetten@noeschule.at;www.hskarlstetten.ac.at;APS $HS;
319181;Volksschule Inzersdorf - Getzersdorf, Inzersdorf;3131;Inzersdorf ob der Traisen;Dorfstraße 20;02782/82267;vs.inzersdorf@noeschule.at;;APS $VS;
319201;Volksschule Kapelln;3141;Kapelln;Kirchenplatz 2;02784/2252;vs.kapelln@noeschule.at;;APS $VS;
319211;Volksschule Karlstetten;3121;Karlstetten;Neidlinger Straße 6;02741/8329;vs.karlstetten@noeschule.at;www.vskarlstetten.ac.at;APS $VS;
319221;Volksschule Kasten bei Böheimkirchen;3072;Kasten bei Böheimkirchen;Nr. 17;02744/7533;vs.kasten@noeschule.at;;APS $VS;
319231;Volksschule Kirchberg an der Pielach;3204;Kirchberg an der Pielach;Schulgasse 6;02722/7228;vs.kirchberg-pielach@noeschule.at;www.kirchberg-pielach.at;APS $VS $AS;
319241;Volksschule Kirchstetten;3062;Kirchstetten;Totzenbach, Kirchenstr. 10;02743/8237;vs.kirchstetten@noeschule.at;;APS $VS;
319271;Volksschule Loich;3211;Loich;Loichgegend 9;02722/8216;vs.loich@noeschule.at;;APS $VS;
319281;Volksschule Maria Anzbach;3034;Maria Anzbach;Schwabstraße 42;02772/52192;vs.maria-anzbach@noeschule.at;www.vsmaria-anzbach.ac.at;APS $VS;
319291;Volksschule Markersdorf - Haindorf;3385;Markersdorf;Prinzersdorfer Straße 7;02749/2330;vs.markersdorf-haindorf@noeschule.at;;APS $VS $AS;
319311;Volksschule Michelbach;3074;Michelbach;Markt 10;02744/8231;vs.michelbach@noeschule.at;;APS $VS;
319331;Volksschule Neidling;3110;Neidling;Schulstraße 4;02741/8605;vs.neidling@noeschule.at;;APS $VS;
319341;Volksschule Neulengbach;3040;Neulengbach;Josef Weinheber-Straße 126;02772/52317;vs.neulengbach@noeschule.at;www.vsneulengbach.ac.at;APS $VS;
319351;Volksschule Neustift - Innermanzing;3052;Innermanzing;Neustift, Hauptstraße 11;02774/2272;vs.neustift-innermanzing@noeschule.at;vsni.at;APS $VS;
319361;Volksschule Nussdorf ob der Traisen;3134;Nußdorf ob der Traisen;Kirchenplatz 2;02783/8487;vs.nussdorf-traisen@noeschule.at;;APS $VS;
319371;Volksschule Ober-Grafendorf;3200;Ober-Grafendorf;Schulstraße 6;02747/2351;vs.ober-grafendorf@noeschule.at;;APS $VS;
319381;Volksschule Wölbling;3124;Oberwölbling;Oberer Markt 15;02786/2217;vs.woelbling@noeschule.at;;APS $VS $AS;
319411;Ganzheitliche Schule für individuelles Lernen;3200;Ober-Grafendorf;Hauptstraße 16;0699/11883578;leitung@privatschulefil.at;www.privatschulefil.at;APS $VS;
319421;Volksschule Pyhra;3143;Pyhra;Wiedener Straße 9;02745/2346;vs.pyhra@noeschule.at;www.vspyhra.ac.at;APS $VS;
319431;Volksschule Rabenstein an der Pielach;3203;Rabenstein an der Pielach;St. Pöltner Straße 14;02723/2323;vs.rabenstein@noeschule.at;;APS $VS;
319481;Volksschule St. Margarethen an der Sierning;3231;St. Margareten an der Sierning;Schulstraße 2;02747/3550;vs.stmargarethen-sierning@noeschule.at;;APS $VS;
319511;Volksschule Statzendorf;3125;Statzendorf;Hauptstraße 33;02786/2457;vs.statzendorf@noeschule.at;;APS $VS;
319541;Volksschule Stössing;3073;Stössing;Nr. 27;02744/5371;vs.stoessing@noeschule.at;;APS $VS;
319561;Volksschule Rabenstein an der Pielach, Tradigist;3203;Rabenstein an der Pielach;Tradigist  62;02722/7675;vs.tradigist@noeschule.at;;APS $VS;
319571;Volksschule Traismauer;3133;Traismauer;Alter Schulweg 2;02783/6328;vs.traismauer@noeschule.at;;APS $VS;
319591;Volksschule Weinburg;3200;Weinburg;Kirchenstraße 21;02747/2634;vs.weinburg@noeschule.at;;APS $VS;
319601;Volksschule Weißenkirchen an der Perschling;3142;Murstetten;Obere Hauptstr. 9;02784/30093;vs.weissenkirchen-perschling@noeschule.at;http://schule.weissenkirchen-perschling.at;APS $VS;
319611;Volksschule Wilhelmsburg, Nord;3150;Wilhelmsburg;Penknergasse 3;02746/2552-21;vs.wilhelmsburg-nord@noeschule.at;vs.wilhelmsburg-nord.polygonstudio.at;APS $VS;
319621;Volksschule Herzogenburg, St. Andrä an der Traisen;3130;Herzogenburg;St. Andrä, Berggasse 1;02782/85038;vs.standrae@noeschule.at;;APS $VS;
319631;Volksschule Gerersdorf;3385;Gerersdorf;Florianiplatz 1;02749/2602;vs.gerersdorf@noeschule.at;;APS $VS;
319710;Landwirtschaftliche Fachschule Pyhra;3143;Pyhra;Heuberg 16;02745/2393;;;BBS LFS;
320012;Hauptschule Gaming;3292;Gaming;Schleierfallstraße 5;07485/98210;hs.gaming@noeschule.at;www.hsgaming.ac.at;APS $HS;
320016;Bundesoberstufenrealgymnasium Scheibbs;3270;Scheibbs;Schacherlweg 1;07482/42570-0;borg.scheibbs@noeschule.at;www.borgscheibbs.ac.at;AHS ORG;
32001F;Fachhochschule Wr. Neustadt, Standort Wieselburg;3250;Wieselburg;Zeiselgraben 4;07416/53000-0;;www.wieselburg.fhwn.ac.at;FH;
320021;Volksschule Gaming;3292;Gaming;Schleierfallstraße 6;07485/97335;vs.gaming@noeschule.at;;APS $VS;
320022;Hauptschule Göstling an der Ybbs;3345;Göstling an der Ybbs;Nr. 118;07484/2295;hs.goestling@noeschule.at;www.hsgoestling.at;APS $HS;
320023;Allgemeine Sonderschule Purgstall an der Erlauf;3251;Purgstall an der Erlauf;Schulgasse 11;07489/888014;aso.purgstall@noeschule.at;;APS $AS;
320026;Bundesgymnasium und Bundesrealgymnasium Wieselburg;3250;Wieselburg/Erlauf;Erlaufpromenade 1;07416/52455-0;bg.wieselburg@noeschule.at;www.bgwieselburg.ac.at;AHS GYM;
320031;Volksschule Göstling an der Ybbs;3345;Göstling an der Ybbs;Nr. 12;07484/2227;vs.goestling@noeschule.at;www.vsgoestling.ac.at;APS $VS;
320032;Neue Niederösterreichische Mittelschule Gresten;3264;Gresten;Schulstraße 18;07487/4041;hs.gresten@noeschule.at;www.hsgresten.ac.at;APS $HS NMS;
320041;Volksschule Gresten;3264;Gresten;Schulstraße 16;07487/2279;vs.gresten@noeschule.at;;APS $VS $AS;
320042;Hauptschule Lunz am See;3293;Lunz am See;Schulstraße 5;07486/20010;hs.lunz-see@noeschule.at;www.hslunz.ac.at;APS $HS;
320052;Neue Niederösterreichische Mittelschule Oberndorf an der Melk;3281;Oberndorf an der Melk;Schulstraße 5;07483/7028;hs.oberndorf@noeschule.at;www.nmsoberndorfandermelk.at;APS $HS NMS;
320053;Allgemeine Sonderschule Scheibbs;3270;Scheibbs;Schulgasse 7;07482/43122;aso.scheibbs@noeschule.at;www.spzscheibbs.ac.at/;APS $AS SPZ;
320062;Neue Niederösterreichische Mittelschule Purgstall an der Erlauf;3251;Purgstall an der Erlauf;Schulgasse 13;07489/888012;hs.purgstall@noeschule.at;www.hspurgstall.ac.at;APS $HS NMS;
320063;Allgemeine Sonderschule Purgstall an der Erlauf, Rogatsboden;3251;Purgstall an der Erlauf;Rogatsboden 27;07482/42275-0;aso.rogatsboden@noeschule.at;www.schulerogatsboden.at;APS $AS;
320072;Neue Niederösterreichische Mittelschule Randegg;3263;Randegg;Taborweg 2;07487/6218;hs.randegg@noeschule.at;www.hsrandegg.ac.at;APS $HS NMS;
320081;Volksschule Lunz am See;3293;Lunz am See;Schulstraße 1;07486/20010-10;vs.lunz-see@noeschule.at;;APS $VS;
320082;Hauptschule Scheibbs;3270;Scheibbs;Feldgasse 3;07482/42266-0;hs.scheibbs@noeschule.at;www.hsscheibbs.ac.at;APS $HS;
320092;Hauptschule Steinakirchen am Forst;3261;Steinakirchen am Forst;Schulstraße 1;07488/71324;hs.steinakirchen@noeschule.at;http://hssteinakirchen.edupage.org;APS $HS;
320102;Hauptschule Wieselburg;3250;Wieselburg an der Erlauf;Karl-Hager-Platz 2;07416/52452;hs.wieselburg@noeschule.at;www.hswieselburg.ac.at;APS $HS;
320104;Polytechnische Schule Scheibbs;3270;Scheibbs;Gürtel 13;07482/43134;pts.scheibbs@noeschule.at;www.polyscheibbs.at;APS PTS;
320112;Private Neue Mittelschule Wolfpassing;3261;Steinakirchen;Wolfpassing 1;;pnms.wolfpassing@noeschule.at;;APS $HS NMS;
320121;Volksschule Oberndorf an der Melk;3281;Oberndorf an der Melk;Schulstraße 7;07483/7029;vs.oberndorf@noeschule.at;www.vsoberndorf.ac.at;APS $VS $AS;
320131;Volksschule Puchenstuben;3214;Puchenstuben;Nr. 20;02726/242;vs.puchenstuben@noeschule.at;www.vspuchenstuben.ac.at;APS $VS;
320141;Volksschule Purgstall an der Erlauf;3251;Purgstall an der Erlauf;Schulgasse 11;07489/888013;vs.purgstall@noeschule.at;;APS $VS;
320151;Volksschule Randegg;3263;Randegg;Taborweg 4;07487/6216;vs.randegg@noeschule.at;www.vsrandegg.ac.at;APS $VS;
320161;Volksschule Reinsberg;3264;Reinsberg;Adelheidweg Nr. 3;07487/2540;vs.reinsberg@noeschule.at;www.vsreinsberg.ac.at;APS $VS;
320181;Volksschule St. Anton an der Jeßnitz;3283;St. Anton an der Jeßnitz;Nr. 4;07482/48319;vs.stanton@noeschule.at;www.st-anton-jessnitz.gv.at;APS $VS;
320191;Volksschule St. Georgen an der Leys;3282;St. Georgen an der Leys;Schulweg 5;07482/46204;vs.stgeorgen-leys@noeschule.at;www.vsstgeorgen-leys.ac.at;APS $VS;
320201;Volksschule Scheibbs;3270;Scheibbs;Schulgasse 7;07482/42483;vs.scheibbs@noeschule.at;www.vsscheibbs.ac.at;APS $VS;
320211;Volksschule Steinakirchen am Forst;3261;Steinakirchen am Forst;Schulweg 2;07488/71407;vs.steinakirchen@noeschule.at;www.vssteinakirchen.ac.at;APS $VS;
320231;Volksschule Wang;3262;Wang;Unterer Markt 16;07488/71 509;vs.wang@noeschule.at;;APS $VS;
320241;Volksschule Wieselburg;3250;Wieselburg an der Erlauf;Karl-Hager-Platz 1;07416/52311;vs.wieselburg@noeschule.at;www.vswieselburg.ac.at;APS $VS;
320261;Private Volksschule Wolfpassing;3261;Steinakirchen;Wolfpassing 1;07488 71202;pvs.wolfpassing@noeschule.at;www.pvs-wolfpassing.at;APS $VS;
320720;"Höhere landwirtschaftliche Bundeslehranstalt ""Francisco Josephinum""";3250;Wieselburg/Erlauf;Schloß Weinzierl;07416/52437-0;direktion@hblawsb.bmlfuw.gv.at;www.josephinum.at;BBS LFS;
320760;Landwirtschaftliche Fachschule Gaming;3292;Gaming;Ötscherlandstraße 38;07485/97353;;;BBS LFS;
321011;Volksschule Absdorf;3462;Absdorf;Schulstraße 1;02278/2477;vs.absdorf@noeschule.at;www.vsabsdorf.ac.at;APS $VS;
321012;Neue Niederösterreichische Mittelschule Fels-Grafenwörth;3481;Fels am Wagram;Schulplatz 1;0664 1519818  02738/2284  oder  8887;hs.fels-wagram@noeschule.at;www.hsfels.ac.at;APS $HS NMS;
321014;Polytechnische Schule Tulln;3430;Tulln;Michael - Schwanzer - Weg 12;02272/62694;pts.tulln@noeschule.at;www.ptstulln.ac.at;APS PTS;
321016;Bundesgymnasium und Bundesrealgymnasium Tulln;3430;Tulln;Donaulände 72;02272/66227;bg.tulln@noeschule.at;www.bgtulln.ac.at;AHS GYM;
32101F;Fachhochschule Wr. Neustadt, Standort Tulln;3430;Tulln;Konrad Lorenz Straße 20 A;02272/82224-0;;;FH;
321022;Hauptschule Großweikersdorf;3701;Großweikersdorf;Präsident List-Platz 2;02955/70249;hs.grossweikersdorf@noeschule.at;www.hsgw.at;APS $HS;
321032;Neue Niederösterreichische Mittelschule Atzenbrugg;3452;Atzenbrugg;St. Pöltner Straße 8;02275/5252;hs.atzenbrugg@noeschule.at;www.hsatzenbrugg.ac.at;APS $HS NMS;
321033;Allgemeine Sonderschule Tulln;3430;Tulln;Wiener Straße 23;02272/62204;aso.tulln@noeschule.at;www.aso.tulln.ac.at;APS $AS SPZ;
321042;Hauptschule Kirchberg am Wagram;3470;Kirchberg am Wagram;Auf der Schanz 5;02279/23 62;hs.kirchberg-wagram@noeschule.at;www.hskirchberg-wagram.ac.at;APS $HS PTS;
321043;Allgemeine Sonderschule Sieghartskirchen, Ollern;3004;Ollern;Hauptplatz 8;02271/2280;aso.ollern@noeschule.at;www.asoollern.ac.at;APS $AS SPZ;
321052;Neue Niederösterreichische Mittelschule Sieghartskirchen;3443;Sieghartskirchen;Tullner Straße 1;02274/2292;hs.sieghartskirchen@noeschule.at;www.hssieghartskirchen.ac.at;APS $HS NMS;
321061;Volksschule Fels am Wagram;3481;Fels am Wagram;Schulplatz 1;02738/2340;vs.fels-wagram@noeschule.at;www.vsfels-wagram.ac.at;APS $VS;
321062;Hauptschule St. Andrä - Wördern;3423;St. Andrä - Wördern;Greifensteiner Straße 33;02242/3809010;hs.standrae-woerdern@noeschule.at;www.hsstaw.at;APS $HS;
321072;Neue Niederösterreichische Mittelschule Marc Aurel;3430;Tulln;Wiener Straße 23;02272/62633;hs.tulln-2@noeschule.at;www.hstulln-2.ac.at;APS $HS NMS;
321082;Hauptschule I Tulln;3430;Tulln;Konrad von Tulln-Gasse 2;02272/62462;hs.tulln-1@noeschule.at;www.mhs1-tulln.at;APS $HS $AS;
321091;Volksschule Grafenwörth;3484;Grafenwörth;Seebarner Straße 1;02738/2479;vs.grafenwoerth@noeschule.at;www.vsgrafenwoerth.ac.at;APS $VS;
321092;Hauptschule Zwentendorf an der Donau;3435;Zwentendorf an der Donau;Goetheplatz 1;02277/2230 -0, Direktion: 11, Lehrerz.: DW 12;hs.zwentendorf@noeschule.at;www.hszwentendorf.ac.at;APS $HS;
321102;Neue Niederösterreichische Mittelschule Tulln;3430;Tulln;Kirchengasse 32a;02272/64734-10;hs.tulln-sport@noeschule.at;www.isms-tulln.at;APS $HS NMS;
321121;Volksschule Großweikersdorf;3701;Großweikersdorf;Dr. Johann Baumgartner-Straße 1;02955/70266;vs.grossweikersdorf@noeschule.at;www.vsgrossweikersdorf.ac.at;APS $VS;
321131;Volksschule Atzenbrugg;3452;Atzenbrugg;St. Pöltner Straße 10;02275/5390;vs.atzenbrugg-heiligeneich@noeschule.at;www.vsatzenbrugg.ac.at;APS $VS;
321151;Volksschule Judenau - Baumgarten;3441;Baumgarten am Tullnerfeld;Hauptstraße 28;02274/7271;vs.judenau-baumgarten@noeschule.at;www.vsjudenau-baumgarten.ac.at;APS $VS;
321161;Volksschule Kirchberg am Wagram;3470;Kirchberg am Wagram;Auf der Schanz 5;02279/2305-1;vs.kirchberg-wagram@noeschule.at;www.vs-kirchbergwagram.at/;APS $VS;
321181;Volksschule Königsbrunn am Wagram;3465;Königsbrunn am Wagram;Am Hausberg 6;02278/3191-11;vs.koenigsbrunn-wagram@noeschule.at;www.vskoenigsbrunn-wagram.ac.at;APS $VS;
321191;Volksschule Königstetten;3433;Königstetten;Johann Gruber-Promenade 31-35;02273/2278;vs.koenigstetten@noeschule.at;www.volksschule.cc;APS $VS;
321201;Volksschule Tulln, Langenlebarn;3425;Langenlebarn;Wiener Strasse 3;02272/64106;vs.langenlebarn@noeschule.at;www.vslangenlebarn.ac.at;APS $VS;
321211;Volksschule Langenrohr;3442;Langenrohr;Schulstraße 5;02272/7370;vs.langenrohr@noeschule.at;www.vslangenrohr.ac.at;APS $VS;
321221;Volksschule Michelhausen;3451;Michelhausen;Schulgasse 2;02275/5352;vs.michelhausen@noeschule.at;www.vsmichelhausen.ac.at;APS $VS;
321271;Volksschule Sitzenberg - Reidling;3454;Reidling;Kirchengasse 8;02276/2243;vs.sitzenberg-reidling@noeschule.at;www.vssitzenberg-reidling.ac.at;APS $VS;
321281;Volksschule St. Andrä - Wördern;3423;St. Andrä - Wördern;Greifensteiner Straße 22;02242 / 32304;vs.standrae-woerdern@noeschule.at;www.vsstaw.at;APS $VS;
321291;Volksschule Sieghartskirchen;3443;Sieghartskirchen;Tullner Straße 22;02274/2291;vs.sieghartskirchen@noeschule.at;www.vssieghartskirchen.ac.at;APS $VS;
321301;Volksschule Tulbing;3434;Tulbing;Hauptstraße 3;02273/2221;vs.tulbing@noeschule.at;www.vstulbing.ac.at;APS $VS;
321311;Volksschule I Tulln;3430;Tulln;Kirchengasse 30;02272/62667;vs.tulln-1@noeschule.at;www.vstulln1.ac.at;APS $VS;
321321;Volksschule Wuermla;3042;Wuermla;Kirchenplatz 3;02275/8229;vs.wuermla@noeschule.at;www.vswuermla.ac.at;APS $VS;
321331;Volksschule Zeiselmauer - Wolfpassing;3424;Zeiselmauer;Kirchenplatz 4;02242/70474;vs.zeiselmauer-wolfpassing@noeschule.at;www.vszeiselmauer.ac.at;APS $VS;
321341;Volksschule Zwentendorf;3435;Zwentendorf;Goetheplatz 2;02277/2278-0, Dir -11, Lehrerz. -13;vs.zwentendorf@noeschule.at;www.vszwentendorf.ac.at;APS $VS;
321351;Volksschule II Tulln;3430;Tulln;Frauentorgasse 68;02272/62922;vs.tulln-2@noeschule.at;www.vstulln-2.ac.at;APS $VS;
321361;"Privatschule KreaMont ""Kreativer Lernen nach Maria Motessori""";3423;St. Andrä - Wördern;Greifensteiner Straße 31;02242/31060;pvs.standrae-woerdern@noeschule.at;www.kreamont.at;APS $VS STS;
321371;"Privatschule ""Ich bin Ich"" Heiligeneich";3452;Heiligeneich;Wiener Landstraße 5;0699/10183644;privatschule.heiligeneich@noeschule.at;;APS $VS;
321418;Handelsakademie und Handelsschule der Stadtgemeinde Tulln;3430;Tulln;Donaulände 64;02272/62572;haktulln@haktulln.ac.at;www.haktulln.ac.at;BBS K$S KMS KHS;
321427;Bundesfachschule für Flugtechnik Langenlebarn;3425;Langenlebarn;Fliegerhorst;050201 3229902;bfs.langenlebarn@noeschule.at;www.flugtechnik.at;BBS T$S TMS;
321439;Höhere Bundeslehranstalt für wirtschaftliche Berufe Tulln;3430;Tulln;Donaulände 72;02272/64767-10 oder 11;hlw.tulln@noeschule.at;www.hlwtulln.ac.at;BBS W$S WMS WHS;
321710;Landwirtschaftliche Fachschule Tulln;3430;Tulln;Frauentorgasse 72-74;02272/62515;;;BBS LFS;
321730;Höhere Bundeslehranstalt für Land- und Ernährungswirtschaft Sitzenberg;3454;Reidling;Schlossbergstraße 4;02276/2335-22;sitzenberg.d@hblasit.bmlfuw.gv.at;www.tullnerfeld.at/schulen/sitzenberg/;BBS LFS;
321910;Krankenpflegeschule Tulln;3430;Tulln;Alter Ziegelweg 10 (Zugang: Konrad Lorenz Str.);02272/601 40100;;www.tulln.lknoe.at/ausbildung/allgemeine-gesundheits-und-krankenpflegeschule.html;BBS GES;
322011;Volksschule Ludweis - Aigen;3814;Aigen bei Raabs;Nr. 37;02846/617;vs.ludweis-aigen@noeschule.at;aigen.schulweb.at;APS $VS;
322012;Hauptschule Dobersberg;3843;Dobersberg;Schulstraße 8;02843/2201;hs.dobersberg@noeschule.at;www.hsdobersberg.ac.at;APS $HS;
322013;Allgemeine Sonderschule Groß-Siegharts;3812;Groß-Siegharts;Schulgasse 1;02847/2437-14;aso.gross-siegharts@noeschule.at;www.asogrosssiegharts.ac.at;APS $AS;
322015;Bundesberufsschule für Uhrmacher Karlstein;3822;Karlstein;Raabser Straße 23;02844/202;322015@noeschule.at;;BPS BRS;
322016;Bundesgymnasium und Bundesrealgymnasium Waidhofen/Thaya;3830;Waidhofen/Thaya;Gymnasiumstraße 1;02842/52554-0;bg.waidhofen-thaya@noeschule.at;www.gymwt.at;AHS GYM;
322022;Neue Niederösterreichische Mittelschule Groß-Siegharts;3812;Groß-Siegharts;Hamerlingstraße 32;02847/2223;hs.gross-siegharts@noeschule.at;thsgrs.schulweb.at;APS $HS NMS;
322032;Hauptschule Kautzen;3851;Kautzen;Waidhofner Straße 11;02864-2277;hs.kautzen@noeschule.at;www.hskautzen.ac.at;APS $HS;
322033;Allgemeine Sonderschule Waidhofen an der Thaya;3830;Waidhofen an der Thaya;Gymnasiumstraße 6;02842/52930;aso.waidhofen-thaya@noeschule.at;www.asowaidhofen-thaya.ac.at;APS $AS SPZ;
322034;Polytechnische Schule Waidhofen an der Thaya;3830;Waidhofen an der Thaya;Gymnasiumstraße 4;02842-52447;pts.waidhofen-thaya@noeschule.at;www.ptswaidhofen-thaya.ac.at;APS PTS;
322041;Volksschule Dietmanns;3813;Dietmanns;Hauptstraße 92;02847/4666;vs.dietmanns@noeschule.at;www.vsdietmanns.ac.at;APS $VS;
322042;Neue Niederösterreichische Mittelschule Raabs an der Thaya;3820;Raabs an der Thaya;Puchheimstraße 25;02846/325;hs.raabs-thaya@noeschule.at;hsraabs-thaya.ac.at;APS $HS NMS;
322051;Volksschule Dobersberg;3843;Dobersberg;Schulstraße 8;02843/2448;vs.dobersberg@noeschule.at;www.vsdobersberg.ac.at;APS $VS;
322052;Neue Niederösterreichische Mittelschule Vitis;3902;Vitis;Zwettler Straße 5;02841/8250;hs.vitis@noeschule.at;www.hsvitis.ac.at;APS $HS NMS;
322062;Hauptschule I Waidhofen an der Thaya;3830;Waidhofen an der Thaya;Bahnhofstraße 19;02842/52539;322062@noeschule.at;www.hswaidhofen-thaya-1.ac.at/joomla-asn;APS $HS;
322081;Volksschule Gastern;3852;Gastern;Hauptstraße 4;02864/2323;vs.gastern@noeschule.at;www.vsgastern.ac.at;APS $VS;
322082;Hauptschule Waidhofen an der Thaya;3830;Waidhofen an der Thaya;Bahnhofstraße 19;02842/52900;hs.waidhofen-thaya-2@noeschule.at;www.hswaidhofen-thaya-2.ac.at;APS $HS;
322101;Volksschule Groß-Siegharts;3812;Groß-Siegharts;Schulgasse 1;02847/2437-11;vs.gross-siegharts@noeschule.at;www.vsgrosssiegharts.ac.at;APS $VS;
322141;Volksschule Karlstein an der Thaya;3822;Karlstein an der Thaya;Schillerstraße 1;02844/241;vs.karlstein@noeschule.at;www.vskarlstein.ac.at;APS $VS;
322151;Volksschule Kautzen;3851;Kautzen;Waidhofner Straße 11;02864/2351;vs.kautzen@noeschule.at;www.vskautzen.ac.at;APS $VS;
322181;Volksschule Pfaffenschlag;3834;Pfaffenschlag;Nr. 32;02848/6224;vs.pfaffenschlag@noeschule.at;www.vspfaffenschlag.ac.at;APS $VS;
322201;Volksschule Raabs an der Thaya;3820;Raabs an der Thaya;Puchheimstraße 27;02846/262;vs.raabs-thaya@noeschule.at;www.vsraabs-thaya.ac.at;APS $VS;
322211;Volksschule Thaya;3842;Thaya;Hauptstraße 8;02842/52349;vs.thaya@noeschule.at;www.vsthaya.ac.at;APS $VS;
322221;Volksschule Vitis;3902;Vitis;Zwettler Straße 5;02841/8303;vs.vitis@noeschule.at;www.vsvitis.ac.at;APS $VS;
322231;Volksschule Waidhofen an der Thaya;3830;Waidhofen an der Thaya;Gymnasiumstraße 6;02842/52451;vs.waidhofen-thaya@noeschule.at;www.vswaidhofen-thaya.ac.at;APS $VS;
322241;Volksschule Waldkirchen an der Thaya;3844;Waldkirchen an der Thaya;Nr. 50;02843/2318;vs.waldkirchen-thaya@noeschule.at;www.vswaldkirchen.ac.at;APS $VS;
322261;Volksschule Windigsteig;3841;Windigsteig;Schulstraße 3;02849/2941;vs.windigsteig@noeschule.at;www.vswindigsteig.ac.at;APS $VS;
322271;"„Dorfschule Montessorihaus“ d. Vereins „Spielräume - Verein zur Förderung des ganzheitlichen Bewusstseins""";3830;Waidhofen an der Thaya;Klein Eberharts 31;02842/5396;;;APS $VS;
322417;Höhere technische Bundeslehranstalt Karlstein;3822;Karlstein;Raabser Straße 23;02844/202;htl.karlstein@noeschule.at;www.htl-karlstein.ac.at;BBS T$S THS;
322428;Bundeshandelsakademie und Bundeshandelsschule Waidhofen/Thaya;3830;Waidhofen/Thaya;Vitiser Straße 17;02842/52303;hak.waidhofen-thaya@noeschule.at;www.hakwaidhofen-thaya.ac.at;BBS K$S KMS KHS;
323012;Neue Niederösterreichische Mittelschule Ebenfurth;2490;Ebenfurth;Hauptstraße 1;02624/52257;hs.ebenfurth@noeschule.at;www.hsebenfurth.ac.at/;APS $HS NMS;
323013;Allgemeine Sonderschule Eggendorf;2492;Eggendorf;Hauptstraße 72;02622/73238;aso.eggendorf@noeschule.at;www.asoeggendorf.ac.at;APS $AS;
323016;Gymnasium und Oberstufenrealgymnasium Klemens Maria Hofbauer, Katzelsdorf;2801;Katzelsdorf;Eichbüchlerstraße 97;02622/78 402-0;gym.katzelsdorf@noeschule.at;;AHS GYM ORG;
323021;Volksschule Bad Fischau - Brunn;2721;Bad Fischau;Schulgasse 2;02639/2400;vs.badfischau-brunn@noeschule.at;www.vsbadfischau.ac.at;APS $VS;
323022;Neue Niederösterreichische Mittelschule Bad Erlach;2822;Bad Erlach;Altagasse 6;02627/48427;hs.erlach@noeschule.at;www.hsbaderlach.ac.at;APS $HS NMS;
323023;Allgemeine Sonderschule Pernitz;2763;Pernitz;Muggendorfer Straße 15;02632/72498;aso.pernitz@noeschule.at;www.asopernitz.ac.at;APS $AS;
323025;Landesberufsschule Waldegg;2754;Waldegg/Piesting;Hauptstraße 41;02633/42278;office@lbswaldegg.ac.at;www.lbswaldegg;BPS BRS;
323031;Volksschule Bad Schönau;2853;Bad Schönau;Hauptstraße 28;02646/8445;vs.badschoenau@noeschule.at;www.vsbadschoenau.ac.at;APS $VS;
323032;Neue Niederösterreichische Mittelschule Felixdorf;2603;Felixdorf;Schulstraße 3;02628/62300;hs.felixdorf@noeschule.at;www.hsfelixdorf.ac.at;APS $HS $AS NMS;
323033;Allgemeine Sonderschule Sollenau;2601;Sollenau;Schulgasse 2;02628/47759;aso.sollenau@noeschule.at;;APS $AS SPZ;
323035;Landesberufsschule Theresienfeld;2604;Theresienfeld;Grazer Straße 24;02622/71283;direktion@lbstheresienfeld.ac.at;www.lbstheresienfeld.ac.at;BPS BRS;
323041;Volksschule Bromberg;2833;Bromberg;Hauptstraße 14;02629/8261;vs.bromberg@noeschule.at;www.vsbromberg.ac.at/;APS $VS;
323042;Neue Niederösterreichische Mittelschule Kirchschlag in der Buckligen Welt;2860;Kirchschlag in der Buckligen Welt;Am Reissenbach 8;02646/2229;hs.kirchschlag-bucklige-welt@noeschule.at;www.hskirchschlag.ac.at;APS $HS PTS NMS;
323051;Volksschule Ebenfurth;2490;Ebenfurth;Hauptstraße 1;02624/52696;vs.ebenfurth@noeschule.at;http://vs-ebenfurth.schulweb.at;APS $VS;
323052;Neue Niederösterreichische Mittelschule Krumbach;2851;Krumbach;Schulgasse 3;02647/42350;hs.krumbach@noeschule.at;www.hskrumbach.ac.at;APS $HS $AS PTS NMS;
323053;Allgemeine Sonderschule Wöllersdorf - Steinabrückl;2751;Steinabrückl;Hauptstraße 5;02622/43159;aso.woellersdorf-steinabrueckl@noeschule.at;aso-steinabrueckl.schulweb.at/;APS $AS;
323061;Volksschule Eggendorf;2492;Eggendorf;Hauptstraße 72;02622/73237;vs.eggendorf@noeschule.at;www.vseggendorf.ac.at;APS $VS;
323062;Neue Niederösterreichische Mittelschule Lanzenkirchen;2821;Lanzenkirchen;Schulgasse 100;02627/45409;hs.lanzenkirchen@noeschule.at;www.hslanzenkirchen.ac.at;APS $HS NMS;
323063;Allgemeine Sonderschule Weikersdorf am Steinfelde;2722;Weikersdorf am Steinfelde;Minifeldweg 212;02638/22059;aso.weikersdorf-steinfelde@noeschule.at;www.asoweikersdorf.ac.at;APS $AS;
323071;Volksschule Erlach;2822;Bad Erlach;Hauptstraße 13;02627/48320;vs.erlach@noeschule.at;http://www.vserlach.ac.at/;APS $VS;
